Id;Name;Nation;Second Nation;International Apps;International Goals;International Assists;Estimated Value;Club Playing;Division Playing;Club Contracted;Division Contracted;Positions Short;Stanley Cups Won;Birth Town;Date Of Birth;Age;Player Roles;Handedness;Junior Preference;Defensive Role;Offensive Role;Morale;Favourite Number;Squad Number;Int. Squad Number;Determination;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
16897;Valeri Orekhov;Kazakhstan;---;49;4;10;1630;Khimik-SKA Novopolotsk-2;Belarus First Division;Khimik-SKA Novopolotsk-2;Belarus First Division;LD, RD;0;Astana;7/17/1999;24;(D) Offensive;Left Handed;None;12;13;20;0;0;6;5;3;7;3;16;6;8;7;3;11;9;7;1;12;14;6;3;3;5;2;7;6;5;3;5;7;7;1;1;1;1;1;
16898;Ilya Orlov;Russia;---;0;0;0;1630;Khimik-SKA Novopolotsk-2;Belarus First Division;Khimik-SKA Novopolotsk-2;Belarus First Division;C;0;Moscow;12/10/1999;24;(C) Defensive;Left Handed;None;11;12;20;0;0;0;10;9;9;4;11;7;3;4;3;8;6;5;2;12;13;10;6;8;7;6;5;6;4;5;4;1;5;1;1;1;1;1;
16899;Mavro Polonijo;Croatia;---;24;9;10;2166;HK Ina Sisak;Senior League;HK Ina Sisak;Senior League;LW, RW;0;---;1/13/2001;23;(W) Playmaker;Left Handed;None;6;15;20;0;0;17;11;4;13;8;9;4;8;15;10;13;8;7;2;13;14;7;2;10;6;2;10;7;4;1;6;3;9;1;1;1;1;1;
16900;Danil Pyatin;Russia;---;0;0;0;2778;Johannesburg Vipers;GL;Johannesburg Vipers;GL;LW, RW;0;Magnitogorsk;8/5/1999;24;(W) Defensive (Finesse);Left Handed;None;11;12;20;0;0;0;14;1;11;7;8;5;8;7;3;12;7;6;1;10;10;3;5;5;7;2;4;4;5;7;8;5;6;1;1;1;1;1;
16901;Dmitri Karnaukh;Ukraine;---;3;1;0;2619;EV Füssen;Bayernliga;EV Füssen;Bayernliga;LW, RW;0;---;3/29/1999;24;(W) Finesse;Left Handed;Major Junior;6;15;20;0;0;0;14;1;14;10;8;11;17;14;14;7;6;5;2;8;7;3;2;1;11;1;9;3;2;4;3;6;9;1;1;1;1;1;
16902;Dmitri Zakharchenko;Ukraine;---;0;0;0;2626;TEV Miesbach;Bayernliga;TEV Miesbach;Bayernliga;G;0;---;1/6/1999;25;(G) Hybrid style;Left Handed;College;20;1;20;0;0;31;17;10;5;9;8;6;13;1;18;5;11;11;1;5;9;7;1;1;1;1;1;5;8;14;1;4;1;8;8;8;5;8;
16903;Cédric Bichsel;Switzerland;---;0;0;0;3625;ASG Tours;National League 1;ASG Tours;National League 1;LD, RD;0;---;4/3/1997;26;(D) Standard;Left Handed;None;16;6;20;0;0;0;6;11;1;1;7;6;2;2;2;2;6;10;9;6;5;5;11;1;2;1;2;5;7;10;1;1;1;1;1;1;1;1;
16904;Adam Kormuth;Slovakia;---;0;0;0;6000;HC Topol'cany;First Division;HC Topol'cany;First Division;RW;0;---;5/5/2001;22;(W) Sniper (Finesse;Left Handed;Major Junior;6;15;20;0;0;0;17;3;11;5;17;8;9;9;15;14;9;7;1;14;9;4;4;8;7;2;8;2;4;2;9;5;10;1;1;1;1;1;
16905;Neal Cramer;United States;---;0;0;0;5312;International Falls;HS-MN;International Falls;HS-MN;C;0;International Falls;4/30/2008;15;(C) Defensive;Left Handed;None;18;2;15;52;52;52;9;9;1;7;8;3;1;1;6;7;9;9;6;9;7;11;6;2;3;6;1;6;5;7;1;1;2;1;1;1;1;1;
16906;Dominic Rene Canic;Croatia;New Zealand;19;2;9;2166;HK Ina Sisak;Senior League;HK Ina Sisak;Senior League;C;0;Auckland;3/12/2000;23;(C) All around;Left Handed;Major Junior;10;15;17;0;0;18;15;1;12;13;8;10;17;12;20;15;5;8;4;15;9;9;10;9;8;11;13;8;3;10;6;5;10;1;1;1;1;1;
16907;Artur Rayn;Russia;---;0;0;0;4666;Kiruna IF;First Division;Kiruna IF;First Division;LW, RW;0;Chelyabinsk;1/12/1999;25;(W) Playmaker (Finesse);Left Handed;None;6;15;20;0;0;0;9;2;10;1;10;6;6;12;3;9;3;5;1;9;5;1;4;6;11;2;8;6;1;5;4;3;8;1;1;1;1;1;
16908;Artur Gilyazeyev;Russia;---;0;0;0;23653;THK Tver;Vysshaya Liga;THK Tver;Vysshaya Liga;LD, RD;0;Chelyabinsk;4/23/1999;24;(D) Pointman;Left Handed;None;11;12;15;0;0;0;18;1;4;3;16;11;1;6;3;12;7;6;2;10;11;6;2;2;5;1;5;7;5;4;7;6;7;1;1;1;1;1;
16909;Makar Khabarov;Russia;---;0;0;0;23653;Dynamo Balashikha;Vysshaya Liga;Dynamo Balashikha;Vysshaya Liga;LD, RD;0;Cherepovets;9/10/1999;24;(D) Offensive;Left Handed;Europe;11;13;20;0;0;0;19;1;6;6;18;6;5;6;8;15;6;6;3;12;13;7;3;4;5;1;10;10;7;7;6;7;9;1;1;1;1;1;
16910;Nikita Samokhvalov;Russia;---;0;0;0;11690;CSK VVS Samara;Pervaya Liga;CSK VVS Samara;Pervaya Liga;LW, RW;0;Moscow;10/1/1997;26;(W) Finesse;Left Handed;None;6;15;19;0;0;0;10;3;12;7;8;10;12;13;12;5;7;5;1;5;9;2;3;5;12;2;12;5;3;6;5;7;8;1;1;1;1;1;
16911;Daniil Ogirchuk;Russia;Estonia;33;14;11;18215;HK Ryazan;Vysshaya Liga;HK Ryazan;Vysshaya Liga;LW, RW;0;Narva;9/2/1999;24;(W) Finesse;Right Handed;None;6;15;20;0;0;13;12;2;10;8;8;12;8;13;4;10;8;6;1;6;15;9;3;4;10;2;9;6;5;2;6;7;9;1;1;1;1;1;
16912;Maxim Ryumkin;Russia;---;0;0;0;4939;HK Cheboksary;Pervaya Liga;HK Cheboksary;Pervaya Liga;LD, RD;0;Omsk;4/27/1999;24;(D) Defensive;Left Handed;Europe;16;6;20;0;0;0;12;11;3;8;10;11;3;1;8;6;4;17;9;6;13;11;12;1;2;1;2;2;10;12;1;2;1;1;1;1;1;1;
16913;Patrick Choi;South Korea;---;46;12;15;8062;Anyang Halla;ALIH;Anyang Halla;ALIH;LW, RW;0;Seoul;8/16/1998;25;(W) Finesse;Left Handed;None;6;15;11;0;0;10;12;4;14;10;11;7;4;12;8;12;6;7;1;7;7;4;2;5;11;2;10;4;2;4;6;5;9;1;1;1;1;1;
16914;Pavel Kukshtel;Russia;---;0;0;0;3707;Ober-Haus Vilnius;LHL;Ober-Haus Vilnius;LHL;LW, C, RW;0;St. Petersburg;2/19/1998;26;(C) Playmaker (Finesse);Left Handed;None;8;15;16;0;0;0;20;1;10;4;5;8;1;13;7;10;5;6;2;8;7;3;3;6;8;8;9;8;3;3;6;6;9;1;1;1;1;1;
16915;Nikita Politov;Russia;---;0;0;0;48404;Vityaz Moscow Oblast;Kontinental Hockey League;Vityaz Moscow Oblast;Kontinental Hockey League;LD, RD;0;Yaroslavl;7/24/1997;26;(D) Defensive (Finesse);Left Handed;None;15;5;20;0;0;0;9;1;4;7;6;9;6;4;7;6;7;12;6;8;9;2;13;2;4;1;1;6;12;13;2;6;3;1;1;1;1;1;
16916;Vito Nikolic;Croatia;---;2;0;0;2583;Dunarea Galati;Superliga;Dunarea Galati;Superliga;G;0;Zagreb;3/6/1998;25;(G) Hybrid style;Left Handed;None;20;1;20;0;0;32;17;18;4;14;11;10;6;1;11;2;10;11;1;5;8;1;1;1;1;1;1;3;8;11;1;3;1;6;9;7;3;6;
16919;Ilya Shipov;Russia;---;3;0;3;54596;Metallurg Magnitogorsk;Kontinental Hockey League;Metallurg Magnitogorsk;Kontinental Hockey League;C;0;Elektrostal;10/7/1993;30;(C) Finesse;Left Handed;None;11;13;17;0;0;0;10;1;11;5;9;8;8;11;5;8;9;6;5;8;7;6;5;7;10;12;11;7;4;10;8;8;8;1;1;1;1;1;
16920;Andrei Biryukov;Russia;---;3;2;3;54596;Metallurg Magnitogorsk;Kontinental Hockey League;Metallurg Magnitogorsk;Kontinental Hockey League;LW, RW;0;Moscow;1/28/1992;32;(W) Playmaker (Finesse);Left Handed;None;6;15;19;0;0;0;12;2;12;12;9;10;12;12;12;11;7;6;5;11;11;9;7;10;11;4;13;11;7;10;6;8;10;1;1;1;1;1;
16921;Vladislav Bulygin;Russia;---;0;0;0;10417;HC Merano;Serie B;HC Merano;Serie B;G;0;Moscow;5/4/1998;25;(G) Hybrid style;Left Handed;None;20;1;20;0;0;0;5;15;3;8;6;6;8;1;6;4;10;9;1;6;6;2;1;1;1;1;1;4;7;10;1;5;1;8;9;7;4;9;
16922;Daniil Kharinov;Russia;Belarus;8;0;0;1690;HK Gomel 2;Belarus First Division;HK Gomel 2;Belarus First Division;LD, RD;0;Moscow;3/6/1998;25;(D) Defensive;Left Handed;None;16;6;20;0;0;40;8;9;4;5;9;10;12;2;8;6;5;16;10;7;10;14;13;3;3;2;5;2;10;11;1;2;1;1;1;1;1;1;
16923;Arseni Nikonorov;Russia;---;0;0;0;11690;HC Sakhalin;ALIH;HC Sakhalin;ALIH;G;0;Samara;11/3/1999;24;(G) Hybrid style;Left Handed;None;20;1;14;0;0;0;15;17;4;14;2;12;15;1;11;4;13;12;1;7;12;1;1;1;1;1;1;2;8;13;1;3;1;8;7;5;2;8;
16924;Konstantin Kozhanov;Russia;---;0;0;0;4505;Perth Thunder;AIHL;Perth Thunder;AIHL;G;0;St. Petersburg;3/4/1999;24;(G) Butterfly style;Left Handed;None;20;1;20;0;0;0;20;6;4;8;8;6;6;1;6;7;14;11;1;4;15;2;1;1;1;1;1;3;8;11;1;4;1;8;8;4;10;7;
16925;Leonid Alexandrov;Kazakhstan;---;6;1;3;5973;Yunost Karaganda U18;Russia U18;Yunost Karaganda U18;Russia U18;LW, RW;0;Ust-Kamenogorsk;9/22/2005;18;(W) All around;Right Handed;None;9;16;17;50;50;50;11;1;11;4;2;8;12;11;9;12;7;7;3;12;15;7;7;5;4;3;7;10;2;7;10;7;6;1;1;1;1;1;
16927;Alexander Kovyrin;Russia;Belarus;6;0;0;5083;Shakhter Soligorsk;Belarus League;Shakhter Soligorsk;Belarus League;LD, RD;0;Moscow;3/30/1999;24;(D) Defensive;Right Handed;Europe;16;6;13;0;0;3;5;11;4;8;6;9;8;3;6;7;5;11;8;9;10;11;12;1;3;1;4;2;12;11;2;3;1;1;1;1;1;1;
16928;Shamil Shmakov;Russia;---;0;0;0;9878;Altai Barnaul;Pervaya Liga;Altai Barnaul;Pervaya Liga;G;0;Novosibirsk;7/27/1999;24;(G) Hybrid style;Left Handed;Europe;20;1;14;0;0;0;16;8;1;6;8;4;4;1;3;3;11;8;1;6;6;1;1;1;1;1;1;3;6;12;1;2;1;9;7;5;3;6;
16929;Yegor Kuzmenko;Russia;---;0;0;0;43423;Spartak Moscow;Kontinental Hockey League;Spartak Moscow;Kontinental Hockey League;LW, C, RW;0;Moscow;3/26/1999;24;(W) Finesse;Left Handed;Europe;7;15;20;0;0;0;15;1;16;16;5;14;11;16;15;10;8;8;5;13;10;8;6;11;17;6;17;12;8;8;11;11;12;1;1;1;1;1;
16930;Vitali Kravtsov;Russia;---;0;0;0;10417;HC Merano;Serie B;HC Merano;Serie B;LW, RW;0;Chelyabinsk;12/23/1999;24;(W) Finesse;Left Handed;Europe;6;15;20;0;0;0;12;1;14;7;8;12;9;11;7;20;8;8;1;13;14;5;4;7;14;3;9;8;5;6;7;8;9;1;1;1;1;1;
16931;Roman Abrosimov;Russia;---;5;0;0;48219;Admiral Vladivostok;Kontinental Hockey League;Admiral Vladivostok;Kontinental Hockey League;LD, RD;0;Kazan;7/31/1994;29;(D) Defensive (Physical);Left Handed;None;16;5;11;0;0;0;4;11;6;7;7;11;8;6;10;9;10;11;12;10;9;12;11;5;8;4;5;8;12;12;7;7;6;1;1;1;1;1;
16933;Daniil Barinov;Russia;---;0;0;0;4043;Dinamo-Molodechno;Belarus League;Dinamo-Molodechno;Belarus League;LD, RD;0;St. Petersburg;11/7/1999;24;(D) Playmaker (Finesse);Left Handed;Europe;12;13;20;0;0;0;8;3;5;2;8;9;9;7;4;6;9;6;2;9;7;5;8;4;6;2;6;10;8;8;5;7;9;1;1;1;1;1;
16934;Semyon Perelyayev;Russia;---;0;0;0;23653;Buran Voronezh;Vysshaya Liga;Buran Voronezh;Vysshaya Liga;LD, RD;0;Togliatti;8/24/1999;24;(D) Pointman;Right Handed;Europe;13;12;18;0;0;0;12;1;5;9;13;11;8;6;13;15;12;10;5;17;16;7;5;3;5;2;5;9;12;11;8;7;7;1;1;1;1;1;
16935;Karch Jacobs;United States;---;0;0;0;6475;Warroad;HS-MN;Warroad;HS-MN;LD;0;Warroad;3/18/2009;14;(D) Standard;Left Handed;None;18;9;20;77;77;77;6;11;4;17;3;10;15;1;13;8;7;12;9;7;6;11;10;1;6;2;3;6;8;10;1;3;1;1;1;1;1;1;
16936;Grigori Dronov;Russia;---;0;0;0;59574;Torpedo Nizhny Novgorod;Kontinental Hockey League;Torpedo Nizhny Novgorod;Kontinental Hockey League;LD, RD;0;Magnitogorsk;1/10/1998;26;(D) Defensive (Physical);Left Handed;None;16;6;20;0;0;7;17;9;3;4;11;9;7;4;6;8;7;13;11;8;9;13;11;5;4;1;4;6;9;10;8;5;2;1;1;1;1;1;
16937;Alexander Fedoseyev;Russia;Belarus;0;0;0;10166;HK Gomel;Belarus League;HK Gomel;Belarus League;LW, RW;0;Moscow;7/20/1991;32;(W) Defensive (Finesse);Left Handed;None;14;13;16;0;0;0;5;2;5;6;9;8;9;5;7;9;4;7;5;9;7;4;8;6;8;5;6;7;8;11;7;5;6;1;1;1;1;1;
16938;Dmitri Salvasser;Russia;---;0;0;0;23653;Chelmet Chelyabinsk;Vysshaya Liga;Chelmet Chelyabinsk;Vysshaya Liga;LW, RW;0;Omsk;5/12/1999;24;(W) Finesse;Left Handed;None;5;15;20;0;0;0;19;2;14;10;9;10;7;13;13;15;10;7;2;8;12;6;6;6;11;3;8;6;4;5;8;9;11;1;1;1;1;1;
16939;Jason Walters;United States;---;0;0;0;2562;Long Island Gulls U16;USU16E;Long Island Gulls U16;USU16E;RD;0;Lowell;3/30/2008;15;(D) Playmaker (Physical);Left Handed;None;10;13;20;11;11;11;8;5;6;7;15;12;6;13;4;4;7;6;3;9;11;8;5;4;4;2;5;7;5;3;5;4;5;1;1;1;1;1;
16940;Oscar Pentler;Sweden;---;0;0;0;12292;Asplöven HC;First Division;Asplöven HC;First Division;C;0;Uppsala;4/1/1999;24;(C) Finesse;Left Handed;None;9;16;19;0;0;0;8;2;14;13;9;12;18;15;16;16;13;8;5;10;17;10;6;9;18;15;16;11;4;6;7;10;13;1;1;1;1;1;
16941;Johannes Kinnvall;Sweden;---;0;0;0;3406;Tyringe SoSS;First Division;Tyringe SoSS;First Division;RD;0;Gävle;7/28/1997;26;(D) Standard;Right Handed;None;14;11;20;0;0;0;15;7;3;5;10;8;3;3;4;8;5;14;10;7;7;14;11;2;4;1;3;7;12;13;2;1;3;1;1;1;1;1;
16942;Travis Treloar;Sweden;---;0;0;0;45000;Alaska Aces;ECHL;Vancouver Canucks;NHL;C;0;Göteborg;5/12/2001;22;(C) Sniper;Right Handed;None;10;15;9;0;0;0;18;2;12;13;9;11;12;13;9;17;15;9;8;13;12;8;9;18;19;18;16;8;8;6;16;10;16;1;1;1;1;1;
16943;Theodor Liss Karlsson;Sweden;---;0;0;0;4031;Östersunds IK;First Division;Östersunds IK;First Division;LD;0;Göteborg;6/9/1998;25;(D) Rugged;Left Handed;None;15;9;20;0;0;0;18;13;6;19;8;10;13;5;13;9;5;18;15;13;9;13;12;4;5;3;6;4;7;12;4;3;4;1;1;1;1;1;
16944;Linus Andersson;Sweden;---;0;0;0;4672;Vimmerby HC;First Division;Vimmerby HC;First Division;LW, RW;0;Lund;4/30/1999;24;(W) Sniper;Right Handed;None;8;15;20;0;0;0;9;1;13;5;17;10;12;8;6;10;8;7;1;6;12;7;2;9;9;2;10;1;2;3;12;5;12;1;1;1;1;1;
16945;Christoffer Jansson;Sweden;---;0;0;0;4700;IF Vallentuna BK;First Division;IF Vallentuna BK;First Division;C;0;Västerås;6/20/1998;25;(C) Playmaker;Left Handed;None;9;14;20;0;0;0;14;1;15;6;13;9;9;15;7;15;8;8;2;9;8;8;4;12;7;11;10;11;6;5;8;6;10;1;1;1;1;1;
16946;Glenn Gustafsson;Sweden;---;0;0;0;6068;IF Troja-Ljungby;First Division;IF Troja-Ljungby;First Division;C;0;Örebro;9/4/1998;25;(C) All around;Left Handed;None;12;14;16;0;0;0;17;4;12;11;7;6;14;9;8;13;9;6;2;11;12;11;8;10;7;13;12;8;6;10;8;6;11;1;1;1;1;1;
16947;William Persson;Sweden;---;0;0;0;15915;Almtuna IS;HockeyAllsvenskan;Almtuna IS;HockeyAllsvenskan;LW;0;Björklinge;3/3/2001;22;(W) All around;Left Handed;None;12;14;20;0;0;0;12;1;13;8;10;6;9;12;12;14;13;8;2;11;15;8;6;6;4;4;11;5;3;6;8;3;9;1;1;1;1;1;
16948;Felix Dahlroth;Sweden;---;0;0;0;30372;Växjö Lakers Hockey;SHL;Växjö Lakers Hockey;SHL;RD;0;Boden;3/26/1998;25;(D) Playmaker (Finesse);Right Handed;None;10;14;14;0;0;0;9;3;8;4;7;13;10;10;9;15;7;7;6;16;11;4;9;5;7;4;9;11;10;9;7;11;11;1;1;1;1;1;
16949;Martin Fehérváry;Slovakia;---;24;0;4;95632;Tampa Bay Lightning;NHL;Tampa Bay Lightning;NHL;LD, RD;0;Bratislava;10/6/1999;24;(D) Standard;Left Handed;None;15;11;8;0;0;5;14;13;5;14;5;14;17;5;18;11;9;14;13;13;16;11;19;6;6;3;7;10;14;18;6;6;6;1;1;1;1;1;
16950;Hampus Wallin;Sweden;---;0;0;0;16680;BIK Karlskoga;HockeyAllsvenskan;BIK Karlskoga;HockeyAllsvenskan;LW, RW;0;Bålsta;5/7/1998;25;(W) All around;Left Handed;None;8;15;14;0;0;0;8;2;13;7;8;11;16;9;20;11;12;8;3;9;13;9;8;9;7;5;13;8;6;10;8;5;10;1;1;1;1;1;
16953;Simon Blanche;Sweden;---;0;0;0;3406;Örnsköldsviks HF;First Division;Örnsköldsviks HF;First Division;LD;0;Huddinge;1/8/1998;26;(D) Standard;Left Handed;None;12;12;20;0;0;0;14;8;5;8;6;11;4;5;10;9;6;12;9;6;9;11;10;4;7;1;6;7;9;10;5;7;5;1;1;1;1;1;
16954;Jacob Bengtsson;Sweden;---;0;0;0;18567;Tingsryds AIF;HockeyAllsvenskan;Tingsryds AIF;HockeyAllsvenskan;LD, C;0;Järfälla;5/8/1999;24;(C) Defensive;Left Handed;None;15;12;20;0;0;0;12;15;7;14;2;15;12;7;15;11;14;9;8;9;12;10;12;6;6;13;8;11;11;12;6;8;8;1;1;1;1;1;
16955;Jonatan Fornbrant;Sweden;---;0;0;0;13750;HC Vita Hästen;HockeyAllsvenskan;HC Vita Hästen;HockeyAllsvenskan;G;0;Kumla;6/23/1998;25;(G) Butterfly style;Left Handed;None;20;1;20;0;0;0;17;10;6;18;5;14;19;1;15;8;19;9;1;11;11;11;1;1;1;1;1;5;8;13;1;4;1;10;9;4;10;7;
16956;Gustav Willman Borvik;Norway;---;34;12;19;26371;Vålerenga Ishockey;GET Ligaen;Vålerenga Ishockey;GET Ligaen;C, RW;0;Lillehammer;12/8/1998;25;(W) Power Forward;Left Handed;None;9;15;14;0;0;13;17;4;11;15;8;13;12;13;12;10;6;8;11;8;9;16;8;17;10;5;12;7;4;7;13;5;14;1;1;1;1;1;
16958;Pontus Eklöf;Sweden;---;0;0;0;4031;Valbo HC;First Division;Valbo HC;First Division;C;0;Linköping;1/2/1998;26;(C) Playmaker;Right Handed;None;10;15;20;0;0;0;8;1;16;15;14;12;14;17;14;9;8;7;3;9;14;8;6;14;7;13;11;12;8;6;11;5;10;1;1;1;1;1;
16959;Isac Andersson;Sweden;---;0;0;0;18932;Timrå IK;HockeyAllsvenskan;Timrå IK;HockeyAllsvenskan;C;0;Lysekil;6/21/2001;22;(C) All around;Left Handed;None;10;16;17;0;0;0;6;5;14;13;7;7;13;12;14;17;7;8;3;15;17;9;8;7;6;10;12;9;5;7;6;4;11;1;1;1;1;1;
16961;Albin Grewe;Sweden;---;0;0;0;3406;Hudiksvalls HC;First Division;Hudiksvalls HC;First Division;C;0;Märsta;3/22/2001;22;(C) Playmaker;Left Handed;None;8;15;18;0;0;0;16;1;12;5;13;11;7;13;11;11;5;7;1;7;7;8;2;8;7;8;11;9;5;1;8;5;10;1;1;1;1;1;
16962;Oliver Ödman Hadzinikolic;Sweden;---;0;0;0;6068;IF Troja-Ljungby;First Division;IF Troja-Ljungby;First Division;LW, RW;0;Norrtälje;12/7/1998;25;(W) Sniper;Left Handed;None;8;14;20;0;0;0;18;3;11;7;7;5;13;10;8;11;5;6;1;11;12;12;2;9;9;3;8;4;1;2;12;7;13;1;1;1;1;1;
16963;Lubomír Slovák;Czech Republic;---;0;0;0;1000;HC Karlovy Vary U16;Czech Jr Extraliga U16;HC Karlovy Vary U16;Czech Jr Extraliga U16;LW, RW;0;Gottwaldov;11/9/2007;16;(W) Sniper;Right Handed;None;9;14;11;55;55;55;1;2;7;3;11;4;6;6;3;7;7;5;1;6;9;7;1;6;6;1;5;7;1;1;6;5;6;1;1;1;1;1;
16964;Joakim Nilsson;Sweden;---;0;0;0;16680;BIK Karlskoga;HockeyAllsvenskan;BIK Karlskoga;HockeyAllsvenskan;C, RW;0;Oskarshamn;10/5/1998;25;(C) Sniper;Right Handed;None;9;15;20;0;0;0;11;4;15;7;19;9;11;13;16;8;12;6;2;14;10;8;2;12;10;11;9;3;2;4;13;7;10;1;1;1;1;1;
16965;Martin Brandsdal;Norway;---;3;0;0;2656;Narvik Hockey;First Division;Narvik Hockey;First Division;RD;0;Oslo;4/22/1999;24;(D) Standard;Right Handed;None;13;13;20;0;0;41;9;16;2;9;6;7;3;4;6;7;4;12;7;10;12;15;6;3;5;3;5;6;6;6;3;5;3;1;1;1;1;1;
16966;Marcus Westfält;Sweden;---;0;0;0;4700;Hanhals IF;First Division;Hanhals IF;First Division;LW, C;0;Stockholm;3/12/2000;23;(C) Finesse;Left Handed;None;10;16;20;0;0;0;18;1;15;7;11;12;10;14;15;9;7;5;1;6;7;10;3;4;12;7;10;5;5;4;2;8;9;1;1;1;1;1;
16967;August Berg;Sweden;---;0;0;0;4700;IF Vallentuna BK;First Division;IF Vallentuna BK;First Division;RD;0;Stockholm;4/21/1999;24;(D) Offensive;Right Handed;None;10;14;20;0;0;0;19;3;9;16;5;13;14;9;12;16;9;7;3;12;12;13;5;5;7;3;10;10;6;4;7;8;9;1;1;1;1;1;
16969;David Otter;Sweden;---;0;0;0;29875;Luleå HF;SHL;Luleå HF;SHL;G;0;Stockholm;9/25/1998;25;(G) Butterfly style;Left Handed;None;20;1;13;0;0;0;17;17;7;16;8;13;12;1;13;11;17;11;1;12;17;2;1;1;1;1;1;6;9;13;1;5;1;10;11;6;9;9;
16970;Simon Lundmark;Sweden;---;0;0;0;3406;Hanhals IF;First Division;Hanhals IF;First Division;LD, RD;0;Stockholm;10/8/2000;23;(D) Standard;Right Handed;None;13;13;18;0;0;0;13;8;3;10;7;10;15;3;9;8;8;14;6;8;14;18;11;5;6;3;7;9;7;10;4;5;5;1;1;1;1;1;
16971;Alexis Binner;Sweden;---;0;0;0;3406;Hanhals IF;First Division;Hanhals IF;First Division;LD;0;Stocksund;12/3/1998;25;(D) Defensive;Left Handed;College;16;5;20;0;0;0;12;9;1;11;8;6;9;2;6;9;3;15;11;11;10;9;12;1;3;2;4;1;11;12;1;5;2;1;1;1;1;1;
16972;Jacob Svensson;Sweden;---;0;0;0;13750;IK Pantern;HockeyAllsvenskan;IK Pantern;HockeyAllsvenskan;C;0;Tierp;10/2/1998;25;(C) Sniper;Left Handed;None;8;15;20;0;0;0;9;3;10;13;10;11;13;13;16;16;9;8;3;12;10;8;3;11;14;12;11;4;3;4;15;6;13;1;1;1;1;1;
16973;Paul Rowe;United States;---;0;0;0;9142;Kansas City Mavs Elite U18;T1EHL (Midget Major);Kansas City Mavs Elite U18;T1EHL (Midget Major);LD;0;Somerset;5/15/2006;17;(D) Rugged;Left Handed;None;15;7;20;4;4;4;19;9;1;10;8;8;6;1;9;7;6;12;8;9;12;16;7;2;4;1;5;4;6;9;6;1;2;1;1;1;1;1;
16974;Oscar Possler;Sweden;---;0;0;0;5415;Huddinge IK;First Division;Huddinge IK;First Division;LW, RW;0;Umeå;8/18/1997;26;(W) Sniper;Right Handed;None;10;14;20;0;0;0;12;1;12;4;2;9;11;10;8;9;6;5;2;5;11;12;1;10;11;2;8;2;1;4;12;5;11;1;1;1;1;1;
16975;Tobias Björnfot;Sweden;---;0;0;0;70260;Boston Bruins;NHL;Boston Bruins;NHL;LD, RD;0;Upplands Väsby;4/6/2001;22;(D) Offensive;Left Handed;None;12;15;7;0;0;2;8;2;11;20;6;14;20;11;17;15;13;10;10;13;20;8;11;9;12;4;19;17;14;9;12;14;16;1;1;1;1;1;
16976;Alexander Popovic;Sweden;---;0;0;0;3633;Viking HC;Second Division;Viking HC;Second Division;LD;0;Uppsala;5/8/2001;22;(D) Offensive;Left Handed;None;11;15;20;0;0;0;8;4;8;14;3;12;13;8;14;20;11;9;4;18;16;6;4;5;7;3;11;10;7;6;7;10;10;1;1;1;1;1;
16977;Oscar Bjerselius;Sweden;---;0;0;0;18587;IF Björklöven;HockeyAllsvenskan;IF Björklöven;HockeyAllsvenskan;C;0;Vendelsö;2/18/2001;23;(C) Sniper;Left Handed;None;10;16;13;0;0;0;15;1;12;10;15;11;8;11;12;11;4;8;2;16;15;8;2;11;9;8;9;3;2;2;11;7;10;1;1;1;1;1;
16978;David Madsen;Denmark;---;0;0;0;10062;Gentofte Stars;Metal Ligaen;Gentofte Stars;Metal Ligaen;C, RW;0;Vojens;1/25/1999;25;(C) All around;Right Handed;College;12;13;17;0;0;22;8;1;12;16;8;11;13;14;17;13;4;8;1;8;15;15;7;5;5;11;7;6;3;7;7;1;9;1;1;1;1;1;
16979;Nicolas Ebbing;United States;---;0;0;0;6487;Bloomington Jefferson;HS-MN;Bloomington Jefferson;HS-MN;C;0;Bloomington;7/16/2008;15;(C) Playmaker;Right Handed;None;12;16;20;22;22;22;9;6;11;6;4;3;1;11;6;9;10;7;2;5;7;6;4;6;8;8;9;10;4;3;2;7;3;1;1;1;1;1;
16980;Edvin Beccau;Sweden;---;0;0;0;4531;Olofströms IK;Second Division;Olofströms IK;Second Division;RW;0;Västerås;2/28/2000;23;(W) Sniper;Left Handed;None;8;16;17;0;0;0;8;3;9;4;8;5;4;13;3;10;5;6;1;8;13;6;1;9;9;2;10;2;2;2;10;6;11;1;1;1;1;1;
16982;Gustav Järderberg;Sweden;---;0;0;0;101551;New York Rangers;NHL;New York Rangers;NHL;LD;0;Växjö;5/20/1998;25;(D) Pointman;Left Handed;None;10;15;6;0;0;0;9;4;7;9;8;11;13;10;11;15;15;5;9;18;14;17;9;8;9;3;10;18;13;14;17;15;15;1;1;1;1;1;
16983;Ukko-Pekka Luukkonen;Finland;---;0;0;0;33646;Heinolan Peliitat;Mestis;Lahden Pelicans;Liiga;G;0;Hämeenlinna;3/9/1999;24;(G) Hybrid style;Left Handed;None;20;1;15;0;0;32;14;8;5;12;10;11;8;1;6;2;16;8;1;3;12;9;1;1;1;1;1;5;10;14;1;3;1;10;11;9;3;10;
