Id;Name;Club Playing;Club Contracted;Positions Short;Age;Handedness;Squad Number;Determination;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
21065;Mattias Asplund;IF Malmö Redhawks;IF Malmö Redhawks;C;18;Left Handed;0;19;7;5;10;6;11;9;5;12;13;9;7;5;11;15;16;9;6;4;8;3;8;9;9;4;5;3;1;1;1;1;1;
21066;Rocky Wolanin;Colorado College Tigers;Colorado College Tigers;RD;18;Left Handed;0;14;8;1;1;9;10;1;1;1;6;3;14;5;6;10;14;5;1;1;1;1;1;4;4;1;1;1;1;1;1;1;1;
21067;Niko Rhodes;Ohio State Buckeyes;Ohio State Buckeyes;LW, C;18;Left Handed;0;6;12;2;11;10;10;7;5;12;15;16;7;8;14;15;17;13;5;7;13;4;8;11;11;4;5;6;1;1;1;1;1;
21068;Edward Rosen;St. Louis Park;St. Louis Park;RW;15;Right Handed;32;6;4;9;11;10;12;17;11;20;7;6;5;3;5;9;5;4;4;1;1;7;5;2;6;3;1;6;1;1;1;1;1;
21069;Gian Hart;Framingham State Rams;Framingham State Rams;LW, C;19;Left Handed;0;20;13;3;15;4;12;17;3;18;7;3;5;4;6;11;10;7;2;2;8;1;5;7;7;1;1;1;1;1;1;1;1;
21070;Vitali Kurbatov;MHC Spartak;Spartak Moscow;G;18;Left Handed;0;18;16;14;10;6;12;11;1;8;5;15;6;1;1;8;8;1;1;1;1;1;4;3;6;1;4;1;8;7;5;7;5;
21071;Ruslan Rasulov;MHC Spartak;Spartak Moscow;LW, C, RW;19;Left Handed;0;20;14;5;14;9;8;9;5;9;11;5;8;9;11;11;11;9;6;3;9;4;6;9;8;3;6;3;1;1;1;1;1;
21072;Oren Best;Minnesota Wild;Minnesota Wild;G;21;Left Handed;0;15;14;3;2;10;4;8;1;7;2;10;10;1;2;13;1;1;1;1;1;1;2;3;8;1;2;1;3;4;6;2;5;
21073;Micky Boyle;Lindenwood University;Lindenwood University;RD;18;Left Handed;0;11;13;1;8;10;5;2;1;7;8;5;14;7;7;12;15;8;1;3;1;2;2;6;8;1;1;1;1;1;1;1;1;
21074;Bill McDonough;Massachusetts-Lowell River Hawks;Massachusetts-Lowell River Hawks;C;20;Left Handed;0;12;4;2;17;7;12;15;2;19;7;5;4;1;10;8;13;4;1;1;6;1;3;3;4;1;1;1;1;1;1;1;1;
21075;Glen Chiasson;P.A.L. Junior Islanders;P.A.L. Junior Islanders;RW;17;Left Handed;0;19;10;1;7;4;1;7;3;4;6;2;6;5;6;12;10;4;5;2;1;2;4;2;3;2;3;3;1;1;1;1;1;
21076;Gus Carter;Vancouver Canucks;Vancouver Canucks;LW, C;18;Left Handed;0;8;4;7;9;5;12;13;7;19;10;13;8;8;10;15;7;16;9;9;9;12;14;10;14;8;9;10;1;1;1;1;1;
21077;Steven Madore;San Jose Sharks;San Jose Sharks;RW;21;Left Handed;0;19;2;13;8;4;7;7;11;9;7;9;7;1;4;12;13;3;9;11;2;9;1;2;5;9;4;10;1;1;1;1;1;
21079;Regg Gleason;Danville Dashers;Danville Dashers;RW;22;Left Handed;0;8;18;6;14;11;12;10;6;8;11;10;8;10;8;9;16;7;8;4;5;4;7;5;7;7;4;6;1;1;1;1;1;
21080;Maxwell Doan;Notre Dame Bantam AAA Hounds;Notre Dame Bantam AAA Hounds;LW;14;Left Handed;36;5;1;12;9;4;7;7;12;8;4;6;1;3;5;3;8;2;7;7;3;8;2;1;3;8;6;7;1;1;1;1;1;
21082;Kier McDowell;Columbus Cottonmouths;Columbus Cottonmouths;G;21;Left Handed;0;5;5;8;8;9;7;9;1;11;5;11;8;1;2;15;13;1;1;1;1;1;6;5;9;1;9;1;6;8;7;5;5;
21083;Mike Anderson;Westfield State Owls;Westfield State Owls;LW;18;Left Handed;0;6;2;8;17;10;8;15;9;15;16;5;7;1;17;15;8;5;4;3;1;8;5;2;4;2;1;5;1;1;1;1;1;
21084;Artemi Zhuravlev;HC Sochi;HC Sochi;C;21;Left Handed;0;13;1;13;14;4;12;12;12;12;18;9;6;1;11;9;10;2;10;5;7;10;6;2;1;6;4;7;1;1;1;1;1;
21085;Vladimir Rogov;Slavutich Smolensk;Slavutich Smolensk;C;20;Left Handed;0;12;14;13;7;8;9;13;12;9;8;7;10;7;8;15;15;7;14;6;10;6;6;3;5;7;6;10;1;1;1;1;1;
21086;Vladimir Abramov;Colorado Avalanche;Colorado Avalanche;LW, RW;21;Left Handed;0;18;1;16;14;13;9;16;13;10;11;12;8;6;15;13;8;5;18;16;6;15;8;5;4;16;10;18;1;1;1;1;1;
21087;Artur Novozhilov;MHC Dynamo St. Petersburg;Dynamo St. Petersburg;G;19;Left Handed;0;16;19;3;11;6;9;2;1;5;9;8;15;1;9;9;1;1;1;1;1;1;2;5;11;1;7;1;5;5;6;3;5;
21088;Rail Shevchenko;Omskie Yastreby;Avangard Omsk Oblast;RW;18;Left Handed;0;15;5;13;8;10;8;12;7;7;9;5;5;6;8;11;10;3;11;2;2;6;2;1;2;7;1;9;1;1;1;1;1;
21089;Grigory Borodin;Arizona Coyotes;Arizona Coyotes;C, RW;19;Left Handed;0;15;14;8;13;11;15;18;8;15;18;19;10;11;18;18;10;16;9;11;16;11;15;14;14;7;8;8;1;1;1;1;1;
21090;Timerlan Chibeskov;Toronto Maple Leafs;Toronto Maple Leafs;LD;20;Left Handed;0;12;1;10;16;7;12;14;10;15;15;14;9;8;15;17;7;9;8;10;4;16;16;12;12;11;13;16;1;1;1;1;1;
21091;Rafael Zubov;CSKA Moscow;CSKA Moscow;RW;17;Left Handed;0;8;2;13;5;3;8;8;11;13;15;9;5;3;17;16;10;8;9;7;4;11;9;7;7;9;4;11;1;1;1;1;1;
21092;Konstantin Tsulygin;Tolpar Ufa;Salavat Yulaev Ufa;G;19;Left Handed;0;15;18;8;8;7;11;9;1;6;6;16;7;1;3;15;5;1;1;1;1;1;3;5;6;1;4;1;8;6;7;3;6;
21093;Leonid Galimov;MHC Dynamo St. Petersburg;Dynamo St. Petersburg;C;18;Left Handed;0;13;4;5;10;10;11;9;5;8;14;5;8;3;12;12;7;9;3;5;9;2;7;8;8;3;6;4;1;1;1;1;1;
21094;Radim Nikitin;Avangard Omsk Oblast;Avangard Omsk Oblast;RW;18;Left Handed;0;11;5;13;16;8;10;18;10;13;16;12;5;2;12;11;8;5;4;2;2;7;5;3;5;3;1;9;1;1;1;1;1;
21095;Sergei Golyshev;Avto Ekaterinburg;Avtomobilist Ekaterinburg;RD;19;Left Handed;0;12;1;3;9;7;10;10;3;11;16;12;14;3;12;12;6;10;1;3;1;2;5;8;11;4;6;2;1;1;1;1;1;
21096;Ivan Medvedev;Detroit Red Wings;Detroit Red Wings;RW;19;Left Handed;0;19;5;16;19;10;13;17;13;20;12;8;9;6;17;18;10;5;18;16;6;13;7;7;6;18;11;14;1;1;1;1;1;
21097;Pavel Kolesnikov;Sibirskie Snaipery Novosibirsk;Sibir Novosibirsk Oblast;LW;18;Left Handed;0;8;9;3;9;6;12;14;3;9;7;5;7;6;7;12;13;4;5;2;2;3;4;2;4;3;1;2;1;1;1;1;1;
21098;Evgeny Korepanov;Calgary Flames;Calgary Flames;RD;19;Left Handed;0;1;2;5;13;7;12;12;5;14;11;14;9;4;15;16;6;14;3;6;2;3;7;8;13;5;7;6;1;1;1;1;1;
21099;Stanislav Sidorov;New Jersey Devils;New Jersey Devils;RW;18;Left Handed;0;15;1;13;9;8;10;13;12;13;15;5;7;2;14;13;6;4;12;11;4;12;3;4;3;9;8;13;1;1;1;1;1;
21100;Alexey Fyodorov;Neftekhimik Nizhnekamsk;Neftekhimik Nizhnekamsk;LW;17;Left Handed;0;16;1;6;20;4;11;10;6;14;19;6;8;6;15;16;12;14;7;6;8;9;10;9;13;9;7;8;1;1;1;1;1;
21101;Tigran Ugolnikov;Tampa Bay Lightning;Tampa Bay Lightning;LW;20;Left Handed;0;17;12;17;17;8;11;18;11;20;15;16;11;12;14;16;15;12;13;8;6;10;8;9;8;10;7;12;1;1;1;1;1;
21102;Georgi Voropayev;Florida Panthers;Florida Panthers;LD, RD;18;Left Handed;0;16;4;7;12;15;11;14;7;9;20;13;8;2;20;16;7;3;5;6;3;10;8;6;4;6;8;9;1;1;1;1;1;
21103;Andrei Titov;Calgary Flames;Calgary Flames;RW;18;Left Handed;0;19;8;12;14;9;12;14;13;14;13;10;9;11;13;17;14;8;13;5;6;7;8;5;9;8;7;10;1;1;1;1;1;
21104;Yury Litvinov;Dallas Stars;Dallas Stars;RW;20;Left Handed;0;14;2;9;6;9;12;10;14;4;20;16;9;3;20;11;10;7;10;7;4;13;8;7;8;6;5;12;1;1;1;1;1;
21105;Pavel Barkunov;New York Islanders;New York Islanders;RD;18;Left Handed;0;18;14;5;16;4;11;14;5;9;9;7;20;13;10;16;11;12;3;6;3;4;3;11;13;5;3;4;1;1;1;1;1;
21106;Evgeny Babayev;Amur Khabarovsk;Amur Khabarovsk;LW;20;Left Handed;0;13;3;9;2;7;2;9;7;14;9;9;5;2;9;12;9;1;8;9;2;9;2;1;1;10;5;10;1;1;1;1;1;
21107;Andrei Kudryavtsev;Vancouver Canucks;Vancouver Canucks;RW;18;Left Handed;0;12;4;12;17;2;9;15;11;16;12;4;6;3;8;9;8;5;13;12;4;13;6;3;4;16;9;12;1;1;1;1;1;
21108;Sergei Nikulin;Irbis Kazan;Ak Bars Kazan;RW;20;Left Handed;0;8;4;14;15;9;10;13;13;13;9;4;8;1;17;11;8;3;7;9;3;7;1;1;1;12;3;10;1;1;1;1;1;
21109;Valery Seluyanov;Chaika Nizhny Novgorod;Torpedo Nizhny Novgorod;C;19;Left Handed;0;5;9;2;7;4;8;11;5;14;14;7;6;4;10;11;12;7;3;2;7;3;4;7;7;2;3;3;1;1;1;1;1;
21110;Valeri Nikiforov;Loko-Yunior;Lokomotiv Yaroslavl;LD;17;Left Handed;0;7;15;1;8;10;9;10;1;6;8;3;14;8;8;10;13;11;1;4;1;4;4;8;10;1;1;1;1;1;1;1;1;
21111;Gennady Sevostyanov;Tolpar Ufa;Salavat Yulaev Ufa;C;20;Left Handed;0;18;1;6;11;6;9;9;6;8;11;10;9;4;15;16;14;10;6;6;9;4;8;10;10;6;9;6;1;1;1;1;1;
21112;Mikhail Antonov;Belye Medvedi Chelyabinsk;Traktor Chelyabinsk;C;20;Left Handed;0;5;9;4;14;10;7;9;4;12;7;8;7;7;7;15;15;4;5;2;7;2;5;2;4;4;3;3;1;1;1;1;1;
21113;Peter Semyonov;SKA-1946;SKA Saint-Petersburg;G;19;Left Handed;0;18;7;13;10;9;12;9;1;8;7;10;6;1;2;10;1;1;1;1;1;1;2;2;6;1;8;1;7;6;6;3;5;
21114;Vadim Belov;Typhoon Ussuriysk;Admiral Vladivostok;RD;19;Left Handed;0;17;16;4;12;6;8;8;4;10;12;12;18;9;12;11;12;8;3;4;2;1;2;8;8;3;1;1;1;1;1;1;1;
21115;Rustam Rodionov;Chicago Blackhawks;Chicago Blackhawks;LD;20;Left Handed;0;5;9;7;9;6;11;9;7;14;9;12;17;14;13;12;20;15;4;9;1;6;5;11;12;8;5;6;1;1;1;1;1;
21116;Vyacheslav Luchevnikov;Reaktor Nizhnekamsk;Neftekhimik Nizhnekamsk;LW;17;Left Handed;0;13;2;12;19;8;12;16;14;19;5;8;5;1;8;13;7;5;2;3;2;7;5;4;5;4;2;8;1;1;1;1;1;
21117;Mikhail Novikov;Belye Medvedi Chelyabinsk;Traktor Chelyabinsk;C;18;Left Handed;0;19;1;9;7;8;10;12;11;14;14;8;7;1;12;11;7;2;9;5;8;9;7;4;1;5;2;8;1;1;1;1;1;
21118;Karl Tanus;Helsingin IFK C-Jrs;Helsingin IFK C-Jrs;C;16;Right Handed;66;12;5;14;16;10;12;8;12;10;9;10;9;2;9;12;10;5;7;9;7;9;6;4;5;5;7;6;1;1;1;1;1;
21119;Oleg Syomin;Almaz Cherepovets;Severstal Cherepovets;LD;18;Left Handed;0;12;1;7;8;11;13;10;7;7;11;14;8;3;8;13;6;3;5;6;3;10;9;6;4;7;8;9;1;1;1;1;1;
21120;Daniil Yashin;Khimik Voskresensk;Khimik Voskresensk;G;19;Left Handed;0;14;6;14;9;10;5;7;1;11;10;15;6;1;7;13;12;1;1;1;1;1;5;1;6;1;2;1;7;5;3;8;5;
21121;Andrei Gross;Dynamo Moscow;Dynamo Moscow;LD;20;Left Handed;0;20;8;2;11;6;9;11;2;6;9;8;15;10;9;14;11;11;2;2;2;4;7;9;11;2;2;2;1;1;1;1;1;
21122;Yury Zubov;Rokiskio Rokiskis;Rokiskio Rokiskis;G;21;Left Handed;0;7;8;6;8;6;6;7;1;8;6;6;6;1;4;7;14;1;1;1;1;1;5;2;5;1;8;1;7;6;7;4;6;
21123;Valeri Ageyev;Winnipeg Jets;Winnipeg Jets;LD;20;Left Handed;0;20;2;7;12;15;11;9;7;15;17;9;8;2;16;16;10;3;4;6;2;10;9;7;3;6;8;9;1;1;1;1;1;
21124;Arman Manchenko;Torpedo Ust-Kamenogorsk U18;Torpedo Ust-Kamenogorsk U18;LW;18;Left Handed;0;6;11;7;5;11;9;8;3;4;8;7;6;8;11;8;12;5;7;3;3;4;5;2;4;7;4;5;1;1;1;1;1;
21125;Daniil Koledayev;HK Almaty;HK Almaty;LD;20;Left Handed;0;10;9;2;8;6;7;12;2;7;11;6;12;10;8;15;17;12;1;4;1;4;6;11;13;3;2;2;1;1;1;1;1;
21126;Stas Medvedev;Traktor Chelyabinsk;Traktor Chelyabinsk;LW, C;18;Left Handed;0;14;12;12;9;6;12;12;14;12;10;6;6;6;8;16;11;2;9;6;1;9;2;2;1;11;2;10;1;1;1;1;1;
21127;Eldar Glukhov;Zvezda Chekhov;CSKA Moscow;G;20;Left Handed;0;16;15;6;11;10;14;9;1;8;8;19;10;1;8;18;10;1;1;1;1;1;3;8;13;1;5;1;8;6;9;3;9;
21128;Roman Kochetkov;Loko Yaroslavl;Lokomotiv Yaroslavl;G;19;Left Handed;0;15;4;11;7;10;11;6;1;10;6;15;6;1;7;14;4;1;1;1;1;1;3;3;4;1;3;1;6;6;2;8;5;
21129;Dmitry Yakovlev;Avto Ekaterinburg;Avtomobilist Ekaterinburg;LW, RW;20;Left Handed;0;19;3;6;7;11;8;10;3;10;16;13;7;4;12;15;8;10;5;4;4;7;7;7;9;5;5;6;1;1;1;1;1;
21130;Daniil Kryuchkov;Chaika Nizhny Novgorod;Torpedo Nizhny Novgorod;LW;17;Left Handed;0;9;16;6;14;8;12;11;8;6;10;7;8;7;10;16;11;4;7;3;2;3;4;2;3;7;3;7;1;1;1;1;1;
21131;Vadim Ivanov;Toronto Maple Leafs;Toronto Maple Leafs;RD;19;Left Handed;0;13;10;5;10;2;8;11;5;15;9;4;20;15;9;15;16;15;4;5;2;4;6;13;11;6;5;3;1;1;1;1;1;
21132;Albert Nikitin;MHC Spartak;Spartak Moscow;C;19;Left Handed;0;17;2;14;5;12;4;6;10;8;12;4;7;1;13;14;11;2;8;5;7;8;7;4;2;6;5;10;1;1;1;1;1;
21133;Evgeny Loginov;Chaika Nizhny Novgorod;Torpedo Nizhny Novgorod;LD;19;Left Handed;0;5;10;2;8;6;11;7;2;10;8;13;9;12;8;11;13;13;2;4;1;4;7;10;12;2;3;2;1;1;1;1;1;
21134;Anton Shalamov;Irbis Kazan;Ak Bars Kazan;LD;19;Left Handed;0;8;2;7;13;8;8;12;7;16;12;9;4;3;16;14;9;3;4;6;2;10;7;6;4;7;7;9;1;1;1;1;1;
21135;Arseni Malyshev;Irbis Kazan;Ak Bars Kazan;C, RW;18;Left Handed;0;9;2;13;8;13;6;7;13;8;14;5;3;1;9;8;8;4;4;9;6;8;5;1;4;2;6;9;1;1;1;1;1;
21136;Ilnur Chernov;Dallas Stars;Dallas Stars;RW;19;Left Handed;0;9;11;7;16;8;14;11;7;15;10;13;9;15;10;13;16;16;12;9;8;8;10;9;10;8;11;7;1;1;1;1;1;
21137;Mikhail Bumagin;Zauralie Kurgan;Zauralie Kurgan;LD;20;Left Handed;0;11;1;8;12;12;13;10;8;11;17;6;8;4;17;12;8;3;4;6;4;10;11;6;3;7;8;9;1;1;1;1;1;
21138;Yevgeni Radulov;Vancouver Canucks;Vancouver Canucks;C;19;Left Handed;0;10;3;14;14;10;12;8;15;14;13;13;6;4;16;16;8;7;8;13;12;13;12;6;7;8;9;13;1;1;1;1;1;
21139;Dmitry Baranov;Philadelphia Flyers;Philadelphia Flyers;RD;20;Left Handed;0;20;11;4;10;10;10;12;4;9;13;9;18;11;8;10;18;11;1;5;2;2;3;11;10;4;2;1;1;1;1;1;1;
21140;Dmitry Krikunov;Florida Panthers;Florida Panthers;G;19;Left Handed;0;8;9;5;14;7;12;13;1;15;5;15;19;1;6;8;8;1;1;1;1;1;7;10;15;1;5;1;12;12;6;14;9;
21141;Anatoly Semyonov;Winnipeg Jets;Winnipeg Jets;LW;18;Left Handed;0;17;4;11;10;6;12;11;11;12;12;11;8;4;17;15;10;10;9;5;4;11;8;5;9;8;6;13;1;1;1;1;1;
21143;Yefim Nazarov;Dynamo St. Petersburg;Dynamo St. Petersburg;RW;18;Left Handed;0;13;4;12;6;6;4;8;11;7;17;8;5;1;15;13;4;3;7;7;1;5;1;4;1;5;2;8;1;1;1;1;1;
21144;Arman Kolioglov;Barys Astana;Barys Astana;C;18;Left Handed;0;7;2;10;8;8;12;11;4;14;11;11;7;3;7;13;7;7;6;3;7;5;7;5;8;6;5;8;1;1;1;1;1;
21145;Danil Lavrentiev;Ermak Angarsk;Ermak Angarsk;C;20;Left Handed;0;19;4;11;10;15;13;11;11;5;13;5;7;1;12;12;12;2;11;7;9;8;9;5;1;6;4;7;1;1;1;1;1;
21146;Valentin Ibragimov;Boston Bruins;Boston Bruins;RD;18;Left Handed;0;19;3;9;20;7;14;20;9;20;12;6;8;8;9;16;9;8;9;10;3;19;16;12;9;10;15;15;1;1;1;1;1;
21147;Dmitry Nasonov;Belye Medvedi Chelyabinsk;Traktor Chelyabinsk;RD;19;Left Handed;0;12;4;1;6;7;9;10;1;15;9;4;12;7;8;10;12;12;3;4;1;4;7;9;9;2;2;2;1;1;1;1;1;
21148;Maxim Nazarov;Toronto Maple Leafs;Toronto Maple Leafs;LW;21;Left Handed;0;6;11;7;20;11;14;19;7;20;17;14;11;9;15;15;14;15;9;9;8;8;12;14;13;8;8;9;1;1;1;1;1;
21149;Vladilen Nikolayev;MHC Spartak;Spartak Moscow;RW;20;Left Handed;0;8;2;7;8;8;10;6;8;7;17;12;7;1;14;12;10;6;5;5;2;9;5;2;5;3;2;9;1;1;1;1;1;
21150;Saveli Burmistrov;Stalnye Lisy Magnitogorsk;Metallurg Magnitogorsk;LW, RW;20;Left Handed;0;12;12;6;14;6;8;13;6;14;8;9;11;9;12;16;19;6;6;3;4;4;6;4;6;7;5;6;1;1;1;1;1;
21151;Artyom Cherkasov;CSK VVS Samara;CSK VVS Samara;G;20;Left Handed;0;12;12;15;9;10;12;4;1;11;11;12;8;1;8;16;13;1;1;1;1;1;5;2;7;1;8;1;8;9;5;5;5;
21152;Alexander Cherkasov;CSK VVS Samara;CSK VVS Samara;C;20;Left Handed;0;8;3;10;5;5;8;9;11;3;7;3;6;1;10;11;10;2;10;5;7;9;6;3;1;6;4;6;1;1;1;1;1;
21153;Carl-Antoine Ceci;Denver Pioneers;Denver Pioneers;LW;20;Left Handed;0;7;15;11;20;10;10;19;12;16;8;8;7;9;9;16;19;4;10;3;3;5;3;2;6;6;2;5;1;1;1;1;1;
21154;Junior Smith;Drayton Valley Thunder;Drayton Valley Thunder;RW;19;Left Handed;0;11;2;13;8;12;7;6;13;11;13;5;5;2;14;14;7;2;9;9;2;9;3;2;2;11;6;11;1;1;1;1;1;
21155;Yevgeni Kuznetsov;Amur Khabarovsk;Amur Khabarovsk;C;19;Left Handed;0;9;15;13;16;4;7;15;14;11;8;9;7;7;10;13;10;3;11;7;10;11;6;3;2;7;4;5;1;1;1;1;1;
21156;Vladimir Kashapov;Salavat Yulaev Ufa;Salavat Yulaev Ufa;RD;17;Left Handed;0;8;1;2;8;3;10;9;1;9;8;5;11;10;8;14;14;11;2;2;1;2;6;8;10;2;3;2;1;1;1;1;1;
21157;Alexei Fedotov;Irbis Kazan;Ak Bars Kazan;LD;18;Left Handed;0;10;4;5;13;6;11;8;5;11;9;3;13;13;9;13;14;11;3;6;3;3;3;11;12;7;4;4;1;1;1;1;1;
21158;Adam Olefir;Zauralie Kurgan;Metallurg Novokuznetsk;LD;21;Left Handed;0;12;10;7;11;8;11;17;8;17;12;9;8;2;11;12;11;6;5;7;3;7;9;6;6;5;5;5;1;1;1;1;1;
21159;Gennadi Pedan;Boston Bruins;Boston Bruins;G;18;Left Handed;0;14;10;4;15;11;11;16;1;17;6;12;18;1;1;10;6;1;1;1;1;1;7;11;11;1;5;1;14;11;5;11;8;
21160;Evgeni Korneyev;Columbus Blue Jackets;Columbus Blue Jackets;LW;18;Left Handed;0;6;3;12;16;7;9;14;10;17;17;6;9;5;18;16;10;4;13;14;6;15;5;4;5;15;11;15;1;1;1;1;1;
21161;Genadijs Bukarts;HK Zemgale/LLU;HK Zemgale/LLU;C, RW;21;Left Handed;0;6;5;14;18;2;10;18;14;18;10;3;7;2;14;8;8;1;8;8;1;8;1;1;3;12;6;11;1;1;1;1;1;
21162;Niks Medins;Pardaugava;Pardaugava;C;19;Left Handed;0;8;13;5;14;6;9;11;5;12;15;8;7;5;14;14;9;8;4;3;7;5;6;8;8;3;4;3;1;1;1;1;1;
21163;Aksels Blugers;Dinamo Riga;Dinamo Riga;C;17;Left Handed;0;11;3;13;9;12;8;8;13;9;16;12;8;2;12;12;10;3;7;13;8;11;9;2;3;8;6;10;1;1;1;1;1;
21164;Ilja Anis;Dinamo Riga;Dinamo Riga;C;17;Left Handed;0;10;3;12;5;11;6;11;14;11;18;9;7;1;19;15;8;2;4;9;6;10;7;1;1;7;6;7;1;1;1;1;1;
21165;Peteris Tambijevs;HS Riga U18;HS Riga U18;RD;17;Left Handed;0;5;3;4;7;11;6;10;7;11;13;8;6;2;15;15;7;5;3;5;2;6;7;6;4;6;7;8;1;1;1;1;1;
21166;Alexander Vasilyev;Kuznetskie Medvedi;Metallurg Novokuznetsk;LD, LW;19;Left Handed;0;17;4;11;12;9;7;11;13;12;17;12;8;3;14;10;8;9;11;8;4;14;6;3;9;8;5;13;1;1;1;1;1;
21167;Alexander Vasilyev;Stalnye Lisy Magnitogorsk;Metallurg Magnitogorsk;LD;19;Left Handed;0;10;9;3;8;7;10;10;3;7;11;13;19;11;8;7;14;9;1;1;1;2;2;8;8;1;2;2;1;1;1;1;1;
21168;Vladilen Barabanov;Khimik Voskresensk U18;Khimik Voskresensk U18;LW;18;Left Handed;0;20;1;13;6;11;11;6;12;4;17;4;8;1;14;15;7;3;9;8;1;7;1;3;1;8;5;8;1;1;1;1;1;
21169;Artyom Shapovalov;SKA-1946;SKA Saint-Petersburg;RW;19;Left Handed;0;18;1;9;9;5;11;15;11;12;20;15;8;6;20;16;10;9;5;6;5;10;8;6;9;5;5;10;1;1;1;1;1;
21170;Brede Gulliksen;Kitchener Rangers;Kitchener Rangers;RW;17;Left Handed;0;16;13;4;5;8;5;6;2;9;14;7;6;5;12;14;15;8;3;5;3;5;7;8;8;4;6;5;1;1;1;1;1;
21171;Hayden Voll;Florida Panthers;Florida Panthers;C;20;Left Handed;0;15;2;14;4;12;12;15;16;18;8;11;7;2;10;7;7;2;10;6;8;9;8;6;2;8;3;11;1;1;1;1;1;
21172;Lukas Cmolík;SK Kadan B;SK Kadan B;RW;17;Left Handed;55;8;6;4;12;4;9;4;4;7;11;7;8;3;6;4;3;6;4;3;1;1;4;8;6;2;6;5;1;1;1;1;1;
21173;Alexander Shlykov;SKA Saint-Petersburg;SKA Saint-Petersburg;RW;17;Left Handed;0;5;14;8;15;7;15;15;8;19;11;16;10;14;9;11;17;14;9;8;7;10;9;14;14;8;9;6;1;1;1;1;1;
21174;Oleg Bumagin;Stalnye Lisy Magnitogorsk;Metallurg Magnitogorsk;G;18;Left Handed;0;8;6;10;8;10;11;7;1;8;9;11;7;1;9;16;8;1;1;1;1;1;3;4;8;1;9;1;4;5;6;5;6;
21175;Sergei Shastin;Ottawa Senators;Ottawa Senators;C;20;Left Handed;0;13;1;14;11;14;14;12;14;15;16;13;8;6;15;17;14;7;16;13;16;17;13;8;5;13;9;15;1;1;1;1;1;
21176;Arseni Mukhachyov;Colorado Avalanche;Colorado Avalanche;C;20;Left Handed;0;8;10;6;13;10;14;8;6;9;16;12;8;7;16;16;14;10;4;5;9;4;9;10;9;4;6;5;1;1;1;1;1;
21178;Mitchell Rowe;Alaska Nanooks;Alaska Nanooks;RW;18;Left Handed;0;17;2;12;11;15;6;13;10;8;14;8;6;1;19;16;8;1;7;7;1;7;1;1;1;10;2;9;1;1;1;1;1;
21179;Ken McCrea;El Paso Rhinos;El Paso Rhinos;C;18;Left Handed;0;14;3;3;14;5;11;12;3;18;13;6;7;1;9;13;4;6;1;1;5;1;5;6;6;1;4;1;1;1;1;1;1;
21180;Brock Christie;Mississauga Steelheads;Mississauga Steelheads;LW;18;Left Handed;0;19;1;14;7;10;12;9;12;15;12;9;6;1;10;13;5;1;9;8;2;7;3;2;1;10;7;10;1;1;1;1;1;
21181;Marc Holland;Nottingham Panthers;Nottingham Panthers;LW;19;Left Handed;0;8;2;11;10;11;11;8;12;11;11;4;7;1;9;11;10;1;8;8;2;8;1;1;1;10;6;10;1;1;1;1;1;
21182;Steve Jackson;Cardiff NIHL Devils;Cardiff Devils;RD;18;Left Handed;0;10;9;1;7;8;9;6;1;7;7;11;11;9;10;8;7;10;2;2;1;3;5;9;8;2;3;2;1;1;1;1;1;
21183;Mitchell Abbott;Sheffield Steelers;Sheffield Steelers;LW;18;Left Handed;0;9;4;14;8;8;8;8;12;12;16;6;5;1;9;14;8;1;6;6;2;6;2;1;2;9;2;7;1;1;1;1;1;
21184;Bryan Hopkins;Manchester Phoenix;Manchester Phoenix;C;22;Left Handed;0;15;2;11;9;7;10;10;14;9;10;10;6;1;11;10;12;4;6;10;8;11;8;5;4;6;5;11;1;1;1;1;1;
21185;Thibault Meunier;Blainville-Boisbriand Armada;Blainville-Boisbriand Armada;RW;20;Left Handed;0;19;3;11;9;17;11;8;12;14;12;4;3;1;13;11;8;1;8;8;1;6;1;1;1;8;2;7;1;1;1;1;1;
21186;Reinhard Ropatsch;EK Zell am See Jrs;EK Zell am See Jrs;LW, C;14;Left Handed;0;11;15;9;17;6;13;5;2;5;7;7;4;6;9;4;9;4;4;2;1;3;3;2;3;4;1;3;1;1;1;1;1;
21187;Stan Janny;EC TREND Dornbirn Bulldogs Jrs;EC TREND Dornbirn Bulldogs Jrs;RD;14;Left Handed;0;8;12;5;14;7;13;14;3;12;9;15;5;5;10;8;4;5;4;6;3;6;7;2;6;9;5;4;1;1;1;1;1;
21188;Phillip Madlener;EHC Linz U20;EHC Linz U20;G;14;Left Handed;0;8;7;4;7;2;6;11;1;9;6;10;13;1;4;7;5;1;1;1;1;1;2;5;8;1;1;1;5;4;1;6;5;
21189;Adis Reisinger;---;---;G;13;Left Handed;0;5;2;4;7;7;8;11;1;8;5;9;13;1;2;7;9;1;1;1;1;1;2;5;7;1;1;1;6;6;2;7;6;
