Id;Name;Nation;Estimated Value;Club Playing;Division Playing;Club Contracted;Division Contracted;Positions Short;Birth Town;Date Of Birth;Age;Handedness;Junior Preference;Morale;Squad Number;Determination;Goaltender;Left Defense;Right Defense;Left Wing;Center;Right Wing;Aggression;Anticipation;Bravery;Flair;Influence;Teamwork;Creativity;Work Rate;Acceleration;Agility;Balance;Fighting;Hitting;Speed;Stamina;Strength;Checking;Deflections;Deking;Faceoffs;Off The Puck;Passing;Pokecheck;Positioning;Slapshot;Stickhandling;Wristshot;Blocker;Glove;Rebound Control;Recovery;Reflexes;
15069;Sasa Schäfer;Germany;1575;EHC Wolfsburg Young Grizzlies U16;Schüler-BL;EHC Wolfsburg Young Grizzlies U16;Schüler-BL;RW;Oldenburg;12/6/2003;16;Right Handed;None;19;76;15;1;1;1;12;9;20;3;7;12;8;7;5;8;4;9;9;8;6;7;6;11;7;2;9;5;2;6;6;2;5;5;3;7;1;1;1;1;1;
15070;Beau Schmitz;United States;13750;Lørenskog IK;GET Ligaen;Lørenskog IK;GET Ligaen;LD, RD;---;3/26/1991;28;Right Handed;Major Junior;20;17;13;1;18;20;1;1;1;9;7;12;9;11;11;9;11;13;8;12;6;8;10;6;10;13;9;6;4;7;11;10;14;10;8;6;1;1;1;1;1;
15071;Roger Forster;Switzerland;33003;GCK Lions;National League B;ZSC Lions;National League A;LD;Uzwil;12/29/2002;17;Right Handed;None;20;11;10;1;20;12;1;1;1;6;7;11;7;12;11;5;15;9;10;10;3;8;8;11;8;10;6;5;3;6;4;7;10;3;7;3;1;1;1;1;1;
15073;Cole Schneider;United States;22987;EC Graz 99ers;Erste Bank Eishockey Liga;EC Graz 99ers;Erste Bank Eishockey Liga;LW, RW;Williamsville;8/26/1990;29;Left Handed;College;10;15;14;1;1;1;20;13;19;9;9;13;9;9;12;11;12;14;12;11;7;11;15;10;14;11;16;12;7;11;11;9;11;11;13;11;1;1;1;1;1;
15074;Cory Schneider;United States;223424;New Jersey Devils;NHL;New Jersey Devils;NHL;G;Marblehead;3/18/1986;33;Left Handed;College;9;35;20;20;1;1;1;1;1;10;17;13;15;11;15;1;17;15;17;15;5;1;15;19;14;1;1;1;1;1;10;13;20;1;10;1;19;19;20;17;18;
15075;Shea Manning;United States;1842;Western Michigan Broncos;NCHC;Western Michigan Broncos;NCHC;LW, C;Muskegon;6/24/2002;17;Left Handed;None;20;52;12;1;1;1;20;18;12;5;12;9;14;6;8;13;13;13;8;7;1;2;10;10;7;2;7;7;2;10;5;2;2;5;7;7;1;1;1;1;1;
15077;Mikhail Timchenko;Ukraine;8005;Donbass Donetsk;Ukr;Donbass Donetsk;Ukr;LW, RW;Donetsk;2/22/2001;19;Left Handed;None;17;33;10;1;1;1;16;13;20;17;14;7;9;9;6;7;10;9;11;9;7;10;8;12;13;4;11;6;2;7;7;4;7;10;7;12;1;1;1;1;1;
15078;Alex Schoenborn;United States;7541;HC Benátky nad Jizerou;WSM Liga;HC Benátky nad Jizerou;WSM Liga;RW;Minot;12/12/1995;24;Right Handed;Major Junior;20;22;6;1;1;1;12;9;20;12;12;12;7;9;7;8;10;6;12;4;11;10;8;10;14;7;16;7;6;8;7;4;9;12;6;13;1;1;1;1;1;
15079;Wayne Haney-Hernandez;Canada;1312;Grande Prairie Golden Arrow Storm;AMBHL;Grande Prairie Golden Arrow Storm;AMBHL;LW, C;Camrose;12/21/2005;14;Left Handed;None;20;31;16;1;1;1;16;20;12;11;1;19;1;10;11;3;4;4;8;10;6;7;5;9;8;10;5;6;6;3;2;9;8;2;4;3;1;1;1;1;1;
15080;Pete Warner;United States;8552;North York Rangers;OJHL;North York Rangers;OJHL;LW;Duluth;10/3/2002;17;Left Handed;None;18;71;20;1;1;1;20;1;12;5;1;8;6;7;5;2;11;10;4;9;1;3;13;13;10;9;2;1;1;5;8;5;10;3;4;6;1;1;1;1;1;
15082;Luke Leach;United States;5312;Breck;HS-MN;Breck;HS-MN;LW;Minneapolis;8/12/2003;16;Left Handed;None;16;16;12;1;1;1;20;1;14;2;8;3;15;6;7;4;5;11;7;4;1;1;9;11;6;4;7;7;1;6;4;3;2;8;7;8;1;1;1;1;1;
15084;Eliot Turner;United States;1312;Chicago Mission U16;USU16E;Chicago Mission U16;USU16E;RW;Chicago;3/4/2003;17;Right Handed;None;19;51;9;1;1;1;12;12;20;2;4;19;7;6;5;9;9;7;4;6;1;1;11;8;3;3;4;4;1;6;2;3;4;4;5;6;1;1;1;1;1;
15085;Jordan Schroeder;United States;126212;Philadelphia Flyers;NHL;Philadelphia Flyers;NHL;LW, C, RW;Burnsville;9/29/1990;29;Right Handed;College;17;10;13;1;1;1;16;19;20;6;15;12;14;14;14;12;17;15;14;10;2;10;13;13;11;12;10;16;11;13;14;12;12;10;15;14;1;1;1;1;1;
15086;Landon Florentino;United States;1312;Dallas Storm;USU16W;Dallas Storm;USU16W;LW;Corpus Christi;9/5/2003;16;Right Handed;None;16;48;5;1;1;1;20;9;12;15;7;9;8;11;18;10;13;7;8;7;8;8;7;6;7;5;10;4;3;6;5;1;2;2;1;7;1;1;1;1;1;
15089;Corey Schueneman;United States;14750;Peoria Rivermen;SPHL;Peoria Rivermen;SPHL;LD, RD;Milford;9/2/1995;24;Left Handed;College;20;0;18;1;20;16;1;1;1;2;10;6;18;10;7;10;10;10;13;8;4;4;11;12;8;5;7;9;5;11;9;8;8;9;11;10;1;1;1;1;1;
15091;Jimmy Schuldt;United States;11220;HC Asiago Hockey 1935;Alps League;HC Asiago Hockey 1935;Alps League;LD, RD;Minnetonka;5/11/1995;24;Left Handed;College;20;0;13;1;20;16;1;1;1;4;11;7;10;7;8;11;12;13;11;7;5;7;13;10;19;8;7;9;5;12;11;11;8;9;10;10;1;1;1;1;1;
15092;Valentyn Linnik;Ukraine;2041;Sokol Kiev Juniors;---;Sokol Kiev Juniors;---;LD, RD;Donetsk;11/30/2003;16;Left Handed;None;20;44;14;1;20;16;1;1;1;14;11;8;7;3;7;9;10;9;9;7;1;6;8;8;4;8;3;6;2;5;4;8;10;6;5;6;1;1;1;1;1;
15093;Masahiro Inoue ;Japan;2562;Moose Jaw Air Waves Warriors;SSMHL;Moose Jaw Air Waves Warriors;SSMHL;LD, RD;Toyama;11/30/2001;18;Left Handed;None;12;20;6;1;16;20;1;1;1;4;4;12;8;9;6;4;10;7;7;12;1;6;7;14;12;6;1;2;1;1;2;6;5;4;2;1;1;1;1;1;1;
15094;Patrick Schule;United States;24625;Bakersfield Condors;AHL;Bakersfield Condors;AHL;C, RW;---;1/14/1994;26;Right Handed;College;7;0;10;1;1;1;15;17;20;5;8;16;10;10;8;6;10;11;11;7;8;7;11;11;9;14;8;10;6;10;11;9;14;8;8;9;1;1;1;1;1;
15095;Walter De Vallier;Italy;5062;HC Nuovo Fiemme '97 Cavalese Jrs;Ita Jrs;HC Nuovo Fiemme '97 Cavalese Jrs;Ita Jrs;LD;Milan;4/12/2001;18;Left Handed;None;20;25;13;1;20;12;1;1;1;6;1;1;5;12;3;2;7;7;5;15;1;7;10;6;8;8;2;5;1;1;1;9;6;4;4;1;1;1;1;1;1;
15096;Joseph Schuler;United States;1341;Canisius Golden Griffins;Atlantic Hockey;Canisius Golden Griffins;Atlantic Hockey;RW;---;12/10/1996;23;Right Handed;College;20;0;6;1;1;1;12;9;20;12;5;16;2;14;14;5;18;10;9;6;1;5;8;7;6;8;3;2;3;2;6;8;8;3;4;2;1;1;1;1;1;
15098;Eijiro Sakino;Japan;2730;Burlington Eagles;SCTA;Burlington Eagles;SCTA;LD;Musashino;11/11/2002;17;Left Handed;None;18;77;19;1;20;10;1;1;1;6;8;1;12;3;5;4;2;7;5;3;2;5;8;8;9;6;4;9;1;9;8;1;5;9;3;8;1;1;1;1;1;
15099;Sam Schultz;United States;3625;Danbury Titans;FHL;Danbury Titans;FHL;RD;Hartland;2/22/1996;24;Right Handed;College;20;0;16;1;14;20;1;1;1;3;6;13;4;4;10;8;7;8;6;6;2;3;11;7;8;5;5;7;3;9;8;6;6;9;9;9;1;1;1;1;1;
15100;Stephen Schultz;United States;13759;Braehead Clan;Elite League;Braehead Clan;Elite League;RW;Westbury;12/7/1987;32;Right Handed;College;20;14;8;1;1;1;12;9;20;3;15;11;4;13;6;15;10;7;11;5;1;3;12;8;7;4;12;12;4;9;2;4;4;12;5;10;1;1;1;1;1;
15101;Jalen Schulz;United States;6000;Vityaz Kharkov;Ukr;Vityaz Kharkov;Ukr;LD;Cambridge;4/29/1995;24;Left Handed;College;20;0;20;1;20;14;1;1;1;4;6;11;10;9;15;4;13;10;10;11;2;9;11;12;5;5;4;6;2;6;5;4;6;4;3;4;1;1;1;1;1;
15102;Ian Price;United States;11417;Chicago Steel;USHL;Chicago Steel;USHL;RW;Lincolnville;8/2/2002;17;Left Handed;None;19;64;16;1;1;1;12;9;20;10;3;10;10;3;10;4;13;8;7;14;7;10;11;15;8;8;5;7;3;6;6;8;10;4;7;3;1;1;1;1;1;
15103;Frank Schumacher;United States;6812;Daemyung Sangmu;ALIH;Daemyung Sangmu;ALIH;RD;Detroit;10/12/1993;26;Right Handed;Major Junior;20;0;15;1;12;20;1;1;1;9;7;9;7;10;10;5;8;6;5;5;3;6;5;5;11;8;1;3;1;7;7;6;9;6;7;8;1;1;1;1;1;
15104;Eric Schurhamer;United States;16481;Allen Americans;ECHL;Allen Americans;ECHL;LD, RD;St. Paul;12/14/1993;26;Left Handed;College;20;0;12;1;20;18;7;7;7;9;5;13;4;13;15;5;12;8;7;8;2;10;8;9;6;15;4;6;3;6;7;11;14;4;2;4;1;1;1;1;1;
15106;Ron Scully;Canada;15135;Owen Sound Attack;OHL;Owen Sound Attack;OHL;LD, RD;Navan;1/21/2002;18;Right Handed;None;20;22;11;1;20;18;1;9;12;1;11;7;6;10;12;12;9;15;8;8;2;2;12;11;10;7;8;6;1;9;7;7;4;11;8;12;1;1;1;1;1;
15107;Derek Clark;United States;1312;Chicago Young Americans U16;USU16E;Chicago Young Americans U16;USU16E;LW, RW;Chicago;2/17/2003;17;Right Handed;None;11;66;8;1;1;1;16;12;20;3;11;18;1;9;13;10;18;5;4;3;1;1;4;5;5;2;7;6;1;3;1;1;1;7;2;7;1;1;1;1;1;
15109;Tomás Drda;Czech Republic;5888;IHC KOMTERM Písek;Czech Second League;IHC KOMTERM Písek;Czech Second League;C, RW;Gottwaldov;2/20/2001;19;Right Handed;None;19;13;9;1;1;1;14;20;18;7;10;8;1;4;5;11;5;7;3;4;1;1;8;10;5;1;5;7;5;7;5;2;1;1;3;6;1;1;1;1;1;
15110;Dan Glen;Canada;15042;Niagara IceDogs;OHL;Niagara IceDogs;OHL;LW, RW;Toronto;10/21/2002;17;Right Handed;None;4;24;12;1;1;1;16;9;20;1;11;15;11;6;15;10;16;9;9;9;3;5;13;12;8;5;10;8;3;8;10;4;9;7;4;11;1;1;1;1;1;
15111;Bruno Sakirovski;Croatia;1875;KHL Medvescak U20;EBEL Juniors;KHL Medvescak U20;EBEL Juniors;LD;Zagreb;1/12/2003;17;Right Handed;None;20;77;13;1;20;12;1;1;1;1;1;11;10;9;8;3;9;7;6;13;1;7;6;9;8;6;2;4;1;2;1;7;5;3;1;1;1;1;1;1;1;
15112;Brendan Langenbrunner;United States;7250;Buffalo Junior Sabres;OJHL;Buffalo Junior Sabres;OJHL;LD, RD;Pelham;11/2/2002;17;Left Handed;None;20;3;11;1;20;18;1;1;1;14;4;13;8;9;6;4;11;7;5;9;1;7;7;11;7;8;2;3;1;1;2;6;8;2;1;1;1;1;1;1;1;
15113;Alex Scola;United States;5312;Eindhoven Kemphanen;BeNeLiga;Eindhoven Kemphanen;BeNeLiga;G;Worcester;5/5/1990;29;Left Handed;Europe;20;0;20;20;1;1;1;1;1;17;5;10;9;9;7;1;8;5;9;11;4;1;7;9;6;1;1;1;1;1;4;7;12;1;4;1;6;5;5;3;4;
15115;Eden Volodin;Israel;1187;Nes Ziona Dragons U20;Isr U20;Nes Ziona Dragons U20;Isr U20;RW;Ashdod;7/15/2002;17;Right Handed;None;20;55;11;1;1;1;10;10;20;12;4;4;4;1;1;1;1;6;6;4;4;2;7;7;4;2;6;2;1;3;3;2;2;5;1;4;1;1;1;1;1;
15116;Berkley Scott;United States;4583;Hull Pirates;English Premier League;Hull Pirates;English Premier League;LW, C, RW;---;10/8/1990;29;Right Handed;College;19;0;10;1;1;1;18;16;20;8;7;12;9;5;6;7;8;8;8;4;5;6;2;8;13;6;8;3;1;5;7;6;7;6;3;6;1;1;1;1;1;
15117;Dan Kopta;Czech Republic;15049;Erie Otters;OHL;Erie Otters;OHL;RD;Kolín;11/30/2001;18;Right Handed;None;13;7;5;1;12;20;1;1;1;1;13;12;8;11;12;12;11;16;9;8;4;7;12;12;4;7;6;9;3;8;9;7;7;10;11;11;1;1;1;1;1;
15118;Davis Valters;Latvia;875;Liepajas SSS U18;Lat-18;Liepajas SSS U18;Lat-18;G;Daugavpils;8/13/2001;18;Right Handed;None;18;1;9;20;1;1;1;1;1;7;1;1;5;1;2;1;5;1;11;6;1;1;4;5;1;1;1;1;1;1;2;3;7;1;2;1;4;3;2;3;6;
15119;Ryan Scott;United States;3125;Peterborough Phantoms;English Premier League;Peterborough Phantoms;English Premier League;LD, RD;Casper;6/1/1987;32;Left Handed;College;18;3;11;1;20;18;1;1;1;6;4;14;7;7;8;4;6;8;11;7;1;4;3;9;18;5;3;3;2;3;2;6;7;4;2;4;1;1;1;1;1;
15121;Boris Ginestra;Switzerland;30075;EHC Biel-Bienne;National League A;EHC Biel-Bienne;National League A;C;Buchen;3/16/2001;19;Right Handed;None;20;47;10;1;1;1;12;20;12;12;9;8;10;4;8;8;5;7;5;8;5;6;8;10;9;4;5;1;8;4;6;5;3;3;2;2;1;1;1;1;1;
15123;John Scully;United States;3625;Danbury Titans;FHL;Danbury Titans;FHL;LW;Arlington Heights;3/13/1992;28;Left Handed;None;20;0;16;1;1;1;20;9;14;4;8;12;5;9;12;6;11;9;12;3;2;3;9;11;6;5;3;11;3;9;6;5;8;4;5;4;1;1;1;1;1;
15124;Michael Sdao;United States;14955;Belfast Giants;Elite League;Belfast Giants;Elite League;LD, RD;Bloomington;7/3/1989;30;Right Handed;College;20;4;12;1;18;20;1;1;1;16;8;9;4;11;9;6;10;11;12;10;7;10;13;9;16;9;9;6;6;8;10;12;12;11;8;7;1;1;1;1;1;
15125;Shawn Da Costa;Canada;15132;Drummondville Voltigeurs;QMJHL;Drummondville Voltigeurs;QMJHL;C, RW;Riviere-Du-Loup;12/17/2002;17;Right Handed;None;14;17;16;1;1;1;12;16;20;17;12;11;10;12;11;8;10;7;8;11;1;6;9;13;10;3;11;5;2;9;4;2;4;8;6;8;1;1;1;1;1;
15126;Reed Seckel;United States;10250;Dundee Stars;Elite League;Dundee Stars;Elite League;LW;Melvin;8/28/1989;30;Left Handed;College;20;8;6;1;1;1;20;15;15;16;11;17;7;8;7;15;13;9;8;4;5;6;3;6;8;5;10;7;1;6;2;4;5;4;3;9;1;1;1;1;1;
15128;Curt Florentino;United States;15175;Truro Bearcats;MHL;Truro Bearcats;MHL;G;Westboro;11/6/2002;17;Right Handed;None;20;34;6;20;1;1;1;1;1;3;2;8;10;7;7;1;2;3;7;8;1;1;2;7;1;1;1;1;1;1;2;4;7;1;1;1;4;6;6;1;6;
15129;Nick Seeler;United States;4572;HC Fiemme Cavalese;Serie B;HC Fiemme Cavalese;Serie B;LD, RD;Eden Prairie;6/3/1993;26;Right Handed;College;20;11;13;1;18;20;1;1;1;14;5;9;7;6;9;11;9;6;5;12;1;11;6;11;12;8;4;6;3;6;5;11;8;8;6;7;1;1;1;1;1;
15130;Ryan Segalla;United States;12562;Amiens Somme HC;Magnus League;Amiens Somme HC;Magnus League;LD;Hanover;12/29/1994;25;Left Handed;College;19;0;10;1;20;12;1;1;1;12;5;8;7;6;6;5;8;12;6;8;8;12;9;11;11;10;4;6;2;5;5;6;10;6;3;5;1;1;1;1;1;
15131;Johnny Cramer;United States;1312;Wisconsin Fire;USU16E;Wisconsin Fire;USU16E;LW;Somerset;6/27/2004;15;Left Handed;None;16;25;11;1;1;1;20;9;12;1;2;4;9;3;13;10;9;8;8;5;2;3;11;6;3;5;9;8;3;6;6;4;5;7;9;10;1;1;1;1;1;
15132;Edgar Kühni;Switzerland;6953;EHC Basel Jr;Swiss Junior B-East;EHC Basel Jr;Swiss Junior B-East;RW;Basel;8/24/2001;18;Left Handed;None;8;77;6;1;1;1;12;9;20;9;11;4;10;11;11;12;7;7;1;4;1;3;7;11;11;1;2;2;1;2;2;1;1;3;1;1;1;1;1;1;1;
15133;Perry Popko;United States;5312;Eden Prairie;HS-MN;Eden Prairie;HS-MN;RW;Mankato;4/13/2004;15;Right Handed;None;1;43;18;1;1;1;10;10;20;12;1;2;6;3;3;4;6;7;5;6;5;4;7;9;4;5;5;4;1;4;5;6;6;5;2;4;1;1;1;1;1;
15134;Dylan Seitz;United States;17627;Kitchener Rangers;OHL;Kitchener Rangers;OHL;C;Eden;1/15/1999;21;Left Handed;Major Junior;17;0;16;1;1;1;12;20;9;1;5;17;7;10;11;5;10;14;10;7;2;4;12;10;8;9;5;4;8;6;9;6;9;5;6;6;1;1;1;1;1;
15136;Gino Morin;United States;7250;Buffalo Junior Sabres;OJHL;Buffalo Junior Sabres;OJHL;LD;Bloomfield Hills;4/5/2002;17;Left Handed;None;20;77;19;1;20;12;1;1;1;16;1;1;11;3;6;1;6;7;8;12;1;10;7;8;7;7;1;1;1;3;5;9;8;4;1;4;1;1;1;1;1;
15137;Dmitry Samson;Canada;2687;Kanata Kings;ODMHA;Kanata Kings;ODMHA;LD;Kanata;7/21/2004;15;Left Handed;None;20;22;15;1;20;12;1;1;1;5;2;12;8;7;11;2;6;7;3;11;1;8;11;8;11;8;1;2;1;3;5;7;8;2;4;1;1;1;1;1;1;
15138;Eetu Selänne;United States;1341;American International Yellow Jackets;Atlantic Hockey;American International Yellow Jackets;Atlantic Hockey;C;Coto de Caza;11/12/1997;22;Right Handed;College;20;0;6;1;1;1;9;20;12;2;14;1;7;7;11;13;6;6;3;4;1;1;9;10;3;1;1;11;7;8;4;3;2;1;5;6;1;1;1;1;1;
15139;Roman Farrell;Canada;2562;Nickel City Sons;GNML;Nickel City Sons;GNML;RD;Sudbury;10/10/2004;15;Right Handed;None;20;3;12;1;12;20;1;1;1;1;5;10;11;10;7;7;5;7;1;13;1;5;7;7;5;7;1;4;2;4;7;9;5;1;4;4;1;1;1;1;1;
15140;Jacob Semik;United States;2178;Denver Pioneers;NCHC;Denver Pioneers;NCHC;LD;Canton;3/10/2000;20;Left Handed;College;14;0;20;1;20;12;1;1;1;1;1;10;6;11;15;1;17;8;7;10;2;8;9;14;11;10;2;4;1;2;6;10;11;2;2;2;1;1;1;1;1;
15141;Daniel Senkbeil;United States;11312;Lyon HC;Magnus League;Lyon HC;Magnus League;LD;---;9/7/1991;28;Left Handed;College;20;8;13;1;20;12;1;1;1;15;6;14;6;10;10;6;13;8;10;11;3;15;7;10;15;13;5;6;3;7;3;12;11;7;3;6;1;1;1;1;1;
15142;Tyler Sensky;United States;8957;HC Neuilly sur Marne;National League 1;HC Neuilly sur Marne;National League 1;LD;Canton;2/27/1997;23;Left Handed;Major Junior;19;5;12;1;20;1;1;1;1;4;3;5;11;9;5;1;2;3;8;7;1;4;8;9;7;10;2;5;2;1;4;10;11;4;5;3;1;1;1;1;1;
15143;Toby Senvongxay;United States;634;Southern Maine Huskies;ECAC East;Southern Maine Huskies;ECAC East;RD;---;1/18/1997;23;Right Handed;College;1;0;18;1;12;20;1;1;1;12;1;9;9;11;9;1;10;1;1;8;1;4;4;4;14;6;1;1;1;1;1;4;5;1;1;1;1;1;1;1;1;
15144;Yury Zhitnik;Russia;4939;HK Tambov;Pervaya Liga;HK Tambov;Pervaya Liga;LW, C;Sochi;12/20/2001;18;Left Handed;None;16;41;6;1;1;1;16;20;12;8;11;10;9;7;7;7;10;9;5;8;7;9;8;15;13;7;8;2;7;4;2;4;3;5;2;8;1;1;1;1;1;
15148;Kristian Slivnik;Slovenia;1500;HK Slavija Ljubljana Jrs;Junior League;HK Slavija Ljubljana Jrs;Junior League;RD, C, RW;Ljubljana;12/19/2001;18;Left Handed;None;17;60;9;1;9;16;13;20;19;6;1;2;9;4;4;1;7;10;2;7;1;2;8;6;7;4;2;1;6;3;5;4;7;1;3;2;1;1;1;1;1;
15149;Joseph Krahenbil;Canada;1500;Superior Eagles;HNO;Superior Eagles;HNO;RD;Marathon;6/11/2004;15;Right Handed;None;14;26;12;1;1;20;1;1;1;2;5;7;10;10;11;3;9;4;8;12;1;9;7;12;10;5;3;4;2;2;3;7;6;3;5;3;1;1;1;1;1;
15150;Ilya Papkov;Russia;15844;Dynamo St. Petersburg U17;Russia U17;Dynamo St. Petersburg U17;Russia U17;LW, C, RW;Saratov;10/25/2003;16;Left Handed;None;16;29;17;1;1;1;20;18;19;4;13;9;9;7;6;12;9;11;11;9;1;2;13;9;6;5;7;10;1;10;4;3;5;11;8;9;1;1;1;1;1;
15151;Derek Cohen;United States;4062;Trois-Rivières Estacades;QMHL;Trois-Rivières Estacades;QMHL;LW, RW;Milwaukee;3/16/2002;18;Left Handed;None;20;55;12;1;1;1;20;9;16;5;13;14;7;8;15;11;10;10;11;8;2;3;14;13;6;8;7;6;4;11;8;7;8;8;4;8;1;1;1;1;1;
15152;Tim Sestito;United States;13062;HC Fassa Falcons;Alps League;HC Fassa Falcons;Alps League;LW, C;Rome;8/28/1984;35;Left Handed;None;20;23;11;1;12;12;18;20;12;16;6;13;10;13;12;5;15;3;3;3;12;14;4;8;7;10;9;9;13;7;5;10;11;9;6;6;1;1;1;1;1;
15153;Tom Sestito;United States;55791;Jyväskylän JYP;Liiga;Jyväskylän JYP;Liiga;LW;Rome;9/28/1987;32;Left Handed;None;11;25;13;1;1;1;20;9;13;16;8;18;8;11;13;8;15;7;12;12;19;17;6;6;18;10;12;9;8;8;9;11;11;13;11;10;1;1;1;1;1;
15154;Niks Semjonovs;Latvia;5166;HK Riga;MHL;HK Riga;MHL;LW;Riga;2/5/2001;19;Left Handed;None;10;24;9;1;1;1;20;9;12;3;9;4;8;8;12;4;12;15;4;6;1;1;13;9;5;3;2;2;1;4;2;2;6;3;2;4;1;1;1;1;1;
15155;Troy Carroll;United States;6525;Bloomington Jefferson;HS-MN;Bloomington Jefferson;HS-MN;C, RW;Mankato;9/13/2003;16;Left Handed;None;3;25;12;1;1;1;14;18;20;6;10;20;10;12;10;11;14;11;7;6;1;3;13;13;7;2;8;9;1;7;8;2;4;5;7;6;1;1;1;1;1;
15156;Dan Sexton;United States;88228;Severstal Cherepovets;Kontinental Hockey League;Severstal Cherepovets;Kontinental Hockey League;LW, RW;Apple Valley;4/29/1987;32;Left Handed;None;13;42;13;1;1;1;18;11;20;4;11;3;11;11;16;14;16;12;13;6;6;6;15;9;5;10;10;15;14;17;12;9;12;12;14;9;1;1;1;1;1;
15157;Richard Vonmetz;Italy;2562;Asiago Hockey AS Jrs;Ita Jrs;Asiago Hockey AS Jrs;Ita Jrs;LW;Asiago;1/23/2001;19;Right Handed;None;4;18;10;1;1;1;20;9;12;11;10;9;8;6;5;2;6;7;3;10;6;5;9;12;5;2;8;4;1;4;6;1;1;5;1;6;1;1;1;1;1;
15158;Doug Stastny;United States;575;Lake Forest Foresters;MCHA;Lake Forest Foresters;MCHA;LW;Addison;2/22/2002;18;Left Handed;None;20;33;10;1;1;1;20;9;12;10;9;1;9;3;5;3;7;7;5;10;1;6;10;13;8;6;6;3;1;5;6;4;5;5;4;4;1;1;1;1;1;
15159;Filip Mokrý;Slovakia;45;HK 36 Skalica U18;Svk18;HK 36 Skalica U18;Svk18;LW;Kosice;2/12/2001;19;Left Handed;None;19;44;11;1;1;1;20;9;12;13;1;2;4;8;1;1;4;7;4;9;4;8;8;9;2;3;2;3;1;4;1;7;6;1;2;1;1;1;1;1;1;
15160;Kenton Milson;Canada;5312;Kirkland Lake Gold Miners;NOJHL;Kirkland Lake Gold Miners;NOJHL;LD;Thunder Bay;6/28/2002;17;Left Handed;None;9;6;9;1;20;12;1;1;1;9;4;10;4;4;13;2;13;7;5;8;1;8;8;14;11;10;1;4;1;2;3;8;9;1;2;3;1;1;1;1;1;
15162;Simon Leclerc;Canada;15192;Cape Breton Screaming Eagles;QMJHL;Cape Breton Screaming Eagles;QMJHL;LD;Montreal;9/15/2002;17;Left Handed;None;10;11;7;1;20;12;9;1;1;6;2;7;6;7;20;1;17;7;5;9;5;9;7;9;14;9;1;1;1;2;1;3;5;1;1;1;1;1;1;1;1;
15163;Kyle Shapiro;United States;18250;Fort Wayne Komets;ECHL;Fort Wayne Komets;ECHL;RD;Ambler;1/18/1990;30;Right Handed;College;20;0;8;1;14;20;1;1;1;10;10;6;14;8;8;10;9;12;13;6;4;5;11;7;6;8;4;6;3;7;11;7;10;4;8;5;1;1;1;1;1;
15164;Mickaël Beausoleil;Canada;4847;Fort Frances Lakers;SIJHL;Fort Frances Lakers;SIJHL;G;Oshawa;12/1/2002;17;Left Handed;None;3;32;7;20;1;1;1;1;1;16;2;5;4;5;1;1;2;1;14;9;1;1;1;11;1;1;1;1;1;1;3;2;6;1;1;1;2;4;5;1;7;
15165;Jimmy Sharrow;United States;29121;Grizzlys Wolfsburg;DEL;Grizzlys Wolfsburg;DEL;LD;Framingham;1/31/1985;35;Right Handed;College;20;3;19;1;20;13;9;1;13;10;7;10;13;10;9;13;6;10;12;6;1;9;11;14;11;11;3;11;2;11;13;6;6;11;7;11;1;1;1;1;1;
15166;Kevin Shattenkirk;United States;217387;St. Louis Blues;NHL;St. Louis Blues;NHL;RD;Greenwich;1/29/1989;31;Right Handed;College;9;22;15;1;15;20;1;1;1;8;15;11;17;17;15;18;16;17;16;14;11;10;15;17;15;11;10;14;7;16;17;14;15;17;17;15;1;1;1;1;1;
15167;Boyd Burns;Canada;2712;Oakville Rangers;SCTA;Oakville Rangers;SCTA;C;Oakville;10/2/2004;15;Left Handed;None;20;51;11;1;1;1;12;20;9;3;8;1;7;9;4;10;3;7;4;7;1;3;5;5;6;2;6;2;7;5;6;1;2;7;3;7;1;1;1;1;1;
15168;Austin Shaw;United States;3416;HK Celje;Elite League;HK Celje;Elite League;G;Highlands Ranch;6/20/1996;23;Left Handed;College;20;0;13;20;1;1;1;1;1;14;4;14;7;15;15;1;12;5;9;5;1;1;1;5;1;1;1;1;1;1;2;4;9;1;3;1;7;5;3;1;6;
15169;Dustin Nelson;United States;1312;San Jose Junior Sharks;CAHA;San Jose Junior Sharks;CAHA;LD, RD;San Jose;7/15/2003;16;Left Handed;None;20;22;12;1;20;16;1;1;1;5;9;8;11;12;6;11;11;13;6;8;4;3;14;11;4;8;9;6;1;6;8;7;6;10;7;10;1;1;1;1;1;
15170;Hayden Shaw;United States;47742;Tucson Roadrunners;AHL;Arizona Coyotes;NHL;LD;Woodbury;6/5/1996;23;Left Handed;College;9;0;12;1;20;14;1;1;1;2;9;13;12;16;15;12;18;11;10;9;3;5;16;12;8;8;8;9;6;13;11;10;8;12;10;12;1;1;1;1;1;
15173;Lukas Scarsella;United States;5940;Northwood Prep;HS-NY;Northwood Prep;HS-NY;RD;Lake Placid;9/7/2002;17;Right Handed;None;19;7;17;1;12;20;1;1;9;8;3;9;9;10;10;3;10;6;6;11;1;7;5;7;7;3;1;3;1;1;1;4;7;1;1;1;1;1;1;1;1;
15174;Maurice Da Costa;Canada;7250;Summerside Western Capitals;MHL;Summerside Western Capitals;MHL;C;St. Hyacinthe;2/24/2002;18;Right Handed;None;20;67;17;1;1;1;9;20;12;3;6;11;5;9;6;10;9;8;5;9;5;7;7;11;7;5;10;2;8;6;5;2;4;4;2;8;1;1;1;1;1;
